Cu_wt_pct,Mg_wt_pct,Mn_wt_pct,Tensile_Strength_MPa,Elongation_Percent,Density_g_cm3,Strength_Weight_Ratio
4.970770266900343,1.1929857226260976,0.6,242.1516770647525,27.367828382109995,2.7552049080124537,87.88880869097885
2.058731374240283,0.747739549728442,0.6,154.05607692624892,32.18621048240559,2.674569578233127,57.60032499435717
5.308693698082745,0.5818939205714395,0.6,240.0795203391844,28.696565826522882,2.7409316090133196,87.59048184555331
5.426192094298233,2.054686255058357,0.6,220.95260535901167,22.87659895178308,2.74538528440797,80.48145614165013
3.4890462927661927,1.4793994836338118,0.6,184.37165815619588,27.080887144273127,2.7275871218052505,67.59514909066212
2.614451596242539,2.4710803389898524,0.6,156.35915723346827,29.203189738888938,2.7075381980086455,57.74956650601204
4.4033616317803235,1.429946912387306,0.6,186.77750659036334,28.866637645499974,2.7537225778124506,67.82727791654992
2.4786902234595773,2.4558339581476805,0.6,136.15780583802152,24.89744070059356,2.707587087153968,50.28750745784557
3.45967744431301,1.3231520043881198,0.6,180.6872043585721,29.857755312081967,2.760850433831682,65.4462125671194
5.83371672360389,2.087364301119945,0.6,202.51506530185551,25.528619765953014,2.7543117617292316,73.52655865460599
5.981857890334549,0.6696385446236641,0.6,251.18375650300152,29.642187641319463,2.766985123719271,90.7788604824049
5.088419565418342,1.6109234202755278,0.6,212.49365937024552,28.359748207190876,2.7709945700489294,76.68497862357535
3.243846039683065,2.1041195739714484,0.6,167.02584252303546,28.22654482045906,2.698103653457009,61.90490210004707
4.75066019666437,2.3494033344397773,0.6,205.73915754872104,23.010510986746496,2.7567597037119675,74.63079109568163
4.821625461936051,2.1451661812348632,0.6,199.65690928785975,23.018177970094396,2.7541237837912176,72.49380382352312
3.551366780654599,0.5739414544023484,0.6,187.92614750434126,32.87492524111539,2.7457822373674325,68.4417522070209
4.563554538344638,1.2454046826134684,0.6,215.79822433777383,29.10794785186957,2.7889647933920205,77.37574344755845
2.042910579902705,0.5973969446277025,0.6,169.0594115147741,37.40523234550216,2.7134255403463694,62.304791121407966
2.836230634408966,0.718564582229116,0.6,169.06558959328825,35.23905041206068,2.7777637771043255,60.863919022491665
4.100353211869045,1.8506112573349682,0.6,184.59842458768557,27.10307313356847,2.7396905566201237,67.37929732305946
2.6550052170331835,1.9265163926233964,0.6,165.43030669552695,27.253029673748344,2.6962195854298594,61.356392331506754
2.6636274715061345,2.0474413655032526,0.6,155.42254435750237,28.724933260757403,2.722078390037456,57.09701268204982
